benchmark,size,backend,run,timestamp,compile_time_seconds,status,error
db_cross_join_trivial,"32, 32",mp_spdz,3,2026-04-22T12:16:22Z,5.380242,ok,
db_cross_join_trivial,"32, 32",mp_spdz,4,2026-04-22T12:16:28Z,5.402928,ok,
db_cross_join_trivial,"32, 32",mp_spdz,5,2026-04-22T12:16:33Z,5.397825,ok,
db_cross_join_trivial,"32, 32",mp_spdz,6,2026-04-22T12:16:39Z,5.654216,ok,
db_cross_join_trivial,"32, 32",mp_spdz,7,2026-04-22T12:16:44Z,5.881305,ok,
db_cross_join_trivial,"32, 32",mp_spdz,8,2026-04-22T12:16:50Z,5.769744,ok,
db_cross_join_trivial,"32, 32",mp_spdz,9,2026-04-22T12:16:56Z,5.487239,ok,
db_cross_join_trivial,"32, 32",mp_spdz,10,2026-04-22T12:17:01Z,5.367617,ok,
db_cross_join_trivial,"64, 64",motion,1,2026-04-22T12:17:07Z,4.049585,ok,
db_cross_join_trivial,"64, 64",motion,2,2026-04-22T12:17:11Z,4.173719,ok,
db_cross_join_trivial,"64, 64",motion,3,2026-04-22T12:17:15Z,4.133872,ok,
db_cross_join_trivial,"64, 64",motion,4,2026-04-22T12:17:19Z,4.115905,ok,
db_cross_join_trivial,"64, 64",motion,5,2026-04-22T12:17:23Z,4.145092,ok,
db_cross_join_trivial,"64, 64",motion,6,2026-04-22T12:17:27Z,4.188542,ok,
db_cross_join_trivial,"64, 64",motion,7,2026-04-22T12:17:32Z,4.136233,ok,
db_cross_join_trivial,"64, 64",motion,8,2026-04-22T12:17:36Z,4.169066,ok,
db_cross_join_trivial,"64, 64",motion,9,2026-04-22T12:17:40Z,4.144985,ok,
db_cross_join_trivial,"64, 64",motion,10,2026-04-22T12:17:44Z,4.143215,ok,
db_cross_join_trivial,"64, 64",mp_spdz,1,2026-04-22T12:17:48Z,5.494947,ok,
db_cross_join_trivial,"64, 64",mp_spdz,2,2026-04-22T12:17:54Z,5.513077,ok,
db_cross_join_trivial,"64, 64",mp_spdz,3,2026-04-22T12:17:59Z,5.383567,ok,
db_cross_join_trivial,"64, 64",mp_spdz,4,2026-04-22T12:18:05Z,5.429061,ok,
db_cross_join_trivial,"64, 64",mp_spdz,5,2026-04-22T12:18:10Z,5.438765,ok,
db_cross_join_trivial,"64, 64",mp_spdz,6,2026-04-22T12:18:16Z,5.576445,ok,
db_cross_join_trivial,"64, 64",mp_spdz,7,2026-04-22T12:18:21Z,5.441107,ok,
db_cross_join_trivial,"64, 64",mp_spdz,8,2026-04-22T12:18:27Z,5.757667,ok,
db_cross_join_trivial,"64, 64",mp_spdz,9,2026-04-22T12:18:32Z,6.064687,ok,
db_cross_join_trivial,"64, 64",mp_spdz,10,2026-04-22T12:18:38Z,6.110046,ok,
db_variance,len: 512,motion,1,2026-04-22T12:18:44Z,0.160768,ok,
db_variance,len: 512,motion,2,2026-04-22T12:18:45Z,0.158648,ok,
db_variance,len: 512,motion,3,2026-04-22T12:18:45Z,0.156245,ok,
db_variance,len: 512,motion,4,2026-04-22T12:18:45Z,0.161328,ok,
db_variance,len: 512,motion,5,2026-04-22T12:18:45Z,0.162005,ok,
db_variance,len: 512,motion,6,2026-04-22T12:18:45Z,0.176238,ok,
db_variance,len: 512,motion,7,2026-04-22T12:18:45Z,0.159382,ok,
db_variance,len: 512,motion,8,2026-04-22T12:18:46Z,0.157937,ok,
db_variance,len: 512,motion,9,2026-04-22T12:18:46Z,0.156185,ok,
db_variance,len: 512,motion,10,2026-04-22T12:18:46Z,0.159421,ok,
db_variance,len: 512,mp_spdz,1,2026-04-22T12:18:46Z,0.132254,ok,
db_variance,len: 512,mp_spdz,2,2026-04-22T12:18:46Z,0.138364,ok,
db_variance,len: 512,mp_spdz,3,2026-04-22T12:18:46Z,0.134609,ok,
db_variance,len: 512,mp_spdz,4,2026-04-22T12:18:47Z,0.153075,ok,
db_variance,len: 512,mp_spdz,5,2026-04-22T12:18:47Z,0.134732,ok,
db_variance,len: 512,mp_spdz,6,2026-04-22T12:18:47Z,0.137543,ok,
db_variance,len: 512,mp_spdz,7,2026-04-22T12:18:47Z,0.132803,ok,
db_variance,len: 512,mp_spdz,8,2026-04-22T12:18:47Z,0.132119,ok,
db_variance,len: 512,mp_spdz,9,2026-04-22T12:18:47Z,0.133397,ok,
db_variance,len: 512,mp_spdz,10,2026-04-22T12:18:47Z,0.134545,ok,
db_variance,len: 1024,motion,1,2026-04-22T12:18:47Z,0.167483,ok,
db_variance,len: 1024,motion,2,2026-04-22T12:18:48Z,0.167144,ok,
db_variance,len: 1024,motion,3,2026-04-22T12:18:48Z,0.167665,ok,
db_variance,len: 1024,motion,4,2026-04-22T12:18:48Z,0.181283,ok,
db_variance,len: 1024,motion,5,2026-04-22T12:18:48Z,0.163351,ok,
db_variance,len: 1024,motion,6,2026-04-22T12:18:48Z,0.163633,ok,
db_variance,len: 1024,motion,7,2026-04-22T12:18:48Z,0.163153,ok,
db_variance,len: 1024,motion,8,2026-04-22T12:18:49Z,0.161365,ok,
db_variance,len: 1024,motion,9,2026-04-22T12:18:49Z,0.165743,ok,
db_variance,len: 1024,motion,10,2026-04-22T12:18:49Z,0.184682,ok,
db_variance,len: 1024,mp_spdz,1,2026-04-22T12:18:49Z,0.138599,ok,
db_variance,len: 1024,mp_spdz,2,2026-04-22T12:18:49Z,0.139735,ok,
db_variance,len: 1024,mp_spdz,3,2026-04-22T12:18:49Z,0.139939,ok,
db_variance,len: 1024,mp_spdz,4,2026-04-22T12:18:50Z,0.138679,ok,
db_variance,len: 1024,mp_spdz,5,2026-04-22T12:18:50Z,0.141656,ok,
db_variance,len: 1024,mp_spdz,6,2026-04-22T12:18:50Z,0.137606,ok,
db_variance,len: 1024,mp_spdz,7,2026-04-22T12:18:50Z,0.143540,ok,
db_variance,len: 1024,mp_spdz,8,2026-04-22T12:18:50Z,0.141449,ok,
db_variance,len: 1024,mp_spdz,9,2026-04-22T12:18:50Z,0.140772,ok,
db_variance,len: 1024,mp_spdz,10,2026-04-22T12:18:50Z,0.138670,ok,
db_variance,len: 2048,motion,1,2026-04-22T12:18:51Z,0.192527,ok,
db_variance,len: 2048,motion,2,2026-04-22T12:18:51Z,0.173033,ok,
db_variance,len: 2048,motion,3,2026-04-22T12:18:51Z,0.177942,ok,
db_variance,len: 2048,motion,4,2026-04-22T12:18:51Z,0.176624,ok,
db_variance,len: 2048,motion,5,2026-04-22T12:18:51Z,0.180017,ok,
db_variance,len: 2048,motion,6,2026-04-22T12:18:51Z,0.178290,ok,
db_variance,len: 2048,motion,7,2026-04-22T12:18:52Z,0.179064,ok,
db_variance,len: 2048,motion,8,2026-04-22T12:18:52Z,0.194065,ok,
db_variance,len: 2048,motion,9,2026-04-22T12:18:52Z,0.172081,ok,
db_variance,len: 2048,motion,10,2026-04-22T12:18:52Z,0.173095,ok,
db_variance,len: 2048,mp_spdz,1,2026-04-22T12:18:52Z,0.150409,ok,
db_variance,len: 2048,mp_spdz,2,2026-04-22T12:18:53Z,0.150902,ok,
db_variance,len: 2048,mp_spdz,3,2026-04-22T12:18:53Z,0.147883,ok,
db_variance,len: 2048,mp_spdz,4,2026-04-22T12:18:53Z,0.149804,ok,
db_variance,len: 2048,mp_spdz,5,2026-04-22T12:18:53Z,0.148453,ok,
db_variance,len: 2048,mp_spdz,6,2026-04-22T12:18:53Z,0.147625,ok,
db_variance,len: 2048,mp_spdz,7,2026-04-22T12:18:53Z,0.170576,ok,
db_variance,len: 2048,mp_spdz,8,2026-04-22T12:18:53Z,0.150700,ok,
db_variance,len: 2048,mp_spdz,9,2026-04-22T12:18:54Z,0.153819,ok,
db_variance,len: 2048,mp_spdz,10,2026-04-22T12:18:54Z,0.153834,ok,
db_variance,len: 4096,motion,1,2026-04-22T12:18:54Z,0.204374,ok,
db_variance,len: 4096,motion,2,2026-04-22T12:18:54Z,0.201226,ok,
db_variance,len: 4096,motion,3,2026-04-22T12:18:54Z,0.195929,ok,
db_variance,len: 4096,motion,4,2026-04-22T12:18:55Z,0.200037,ok,
db_variance,len: 4096,motion,5,2026-04-22T12:18:55Z,0.218890,ok,
db_variance,len: 4096,motion,6,2026-04-22T12:18:55Z,0.198220,ok,
db_variance,len: 4096,motion,7,2026-04-22T12:18:55Z,0.199739,ok,
db_variance,len: 4096,motion,8,2026-04-22T12:18:55Z,0.205622,ok,
db_variance,len: 4096,motion,9,2026-04-22T12:18:56Z,0.200931,ok,
db_variance,len: 4096,motion,10,2026-04-22T12:18:56Z,0.199280,ok,
db_variance,len: 4096,mp_spdz,1,2026-04-22T12:18:56Z,0.171843,ok,
db_variance,len: 4096,mp_spdz,2,2026-04-22T12:18:56Z,0.166182,ok,
db_variance,len: 4096,mp_spdz,3,2026-04-22T12:18:56Z,0.185001,ok,
db_variance,len: 4096,mp_spdz,4,2026-04-22T12:18:56Z,0.171960,ok,
db_variance,len: 4096,mp_spdz,5,2026-04-22T12:18:57Z,0.171909,ok,
db_variance,len: 4096,mp_spdz,6,2026-04-22T12:18:57Z,0.169296,ok,
db_variance,len: 4096,mp_spdz,7,2026-04-22T12:18:57Z,0.170563,ok,
db_variance,len: 4096,mp_spdz,8,2026-04-22T12:18:57Z,0.172780,ok,
db_variance,len: 4096,mp_spdz,9,2026-04-22T12:18:57Z,0.169511,ok,
db_variance,len: 4096,mp_spdz,10,2026-04-22T12:18:58Z,0.175200,ok,
inner_product,N: 512,motion,1,2026-04-22T12:18:58Z,0.037562,ok,
inner_product,N: 512,motion,2,2026-04-22T12:18:58Z,0.036683,ok,
inner_product,N: 512,motion,3,2026-04-22T12:18:58Z,0.036842,ok,
inner_product,N: 512,motion,4,2026-04-22T12:18:58Z,0.038244,ok,
inner_product,N: 512,motion,5,2026-04-22T12:18:58Z,0.037240,ok,
inner_product,N: 512,motion,6,2026-04-22T12:18:58Z,0.036190,ok,
inner_product,N: 512,motion,7,2026-04-22T12:18:58Z,0.036917,ok,
inner_product,N: 512,motion,8,2026-04-22T12:18:58Z,0.035540,ok,
inner_product,N: 512,motion,9,2026-04-22T12:18:58Z,0.035004,ok,
inner_product,N: 512,motion,10,2026-04-22T12:18:58Z,0.036368,ok,
inner_product,N: 512,mp_spdz,1,2026-04-22T12:18:58Z,0.037009,ok,
inner_product,N: 512,mp_spdz,2,2026-04-22T12:18:58Z,0.035079,ok,
inner_product,N: 512,mp_spdz,3,2026-04-22T12:18:58Z,0.034996,ok,
inner_product,N: 512,mp_spdz,4,2026-04-22T12:18:58Z,0.036382,ok,
inner_product,N: 512,mp_spdz,5,2026-04-22T12:18:58Z,0.034947,ok,
inner_product,N: 512,mp_spdz,6,2026-04-22T12:18:58Z,0.049599,ok,
inner_product,N: 512,mp_spdz,7,2026-04-22T12:18:58Z,0.034524,ok,
inner_product,N: 512,mp_spdz,8,2026-04-22T12:18:58Z,0.035653,ok,
inner_product,N: 512,mp_spdz,9,2026-04-22T12:18:58Z,0.035518,ok,
inner_product,N: 512,mp_spdz,10,2026-04-22T12:18:58Z,0.034752,ok,
inner_product,N: 4096,motion,1,2026-04-22T12:18:58Z,0.073152,ok,
inner_product,N: 4096,motion,2,2026-04-22T12:18:59Z,0.076110,ok,
inner_product,N: 4096,motion,3,2026-04-22T12:18:59Z,0.073300,ok,
inner_product,N: 4096,motion,4,2026-04-22T12:18:59Z,0.072925,ok,
inner_product,N: 4096,motion,5,2026-04-22T12:18:59Z,0.073510,ok,
inner_product,N: 4096,motion,6,2026-04-22T12:18:59Z,0.074453,ok,
inner_product,N: 4096,motion,7,2026-04-22T12:18:59Z,0.072989,ok,
inner_product,N: 4096,motion,8,2026-04-22T12:18:59Z,0.072390,ok,
inner_product,N: 4096,motion,9,2026-04-22T12:18:59Z,0.074335,ok,
inner_product,N: 4096,motion,10,2026-04-22T12:18:59Z,0.074142,ok,
inner_product,N: 4096,mp_spdz,1,2026-04-22T12:18:59Z,0.073647,ok,
inner_product,N: 4096,mp_spdz,2,2026-04-22T12:18:59Z,0.075062,ok,
inner_product,N: 4096,mp_spdz,3,2026-04-22T12:18:59Z,0.070137,ok,
inner_product,N: 4096,mp_spdz,4,2026-04-22T12:18:59Z,0.073983,ok,
inner_product,N: 4096,mp_spdz,5,2026-04-22T12:19:00Z,0.074328,ok,
inner_product,N: 4096,mp_spdz,6,2026-04-22T12:19:00Z,0.071687,ok,
inner_product,N: 4096,mp_spdz,7,2026-04-22T12:19:00Z,0.072869,ok,
inner_product,N: 4096,mp_spdz,8,2026-04-22T12:19:00Z,0.072173,ok,
inner_product,N: 4096,mp_spdz,9,2026-04-22T12:19:00Z,0.072183,ok,
inner_product,N: 4096,mp_spdz,10,2026-04-22T12:19:00Z,0.069155,ok,
longest_102,N: 1024,motion,1,2026-04-22T12:19:00Z,0.443035,ok,
longest_102,N: 1024,motion,2,2026-04-22T12:19:00Z,0.432290,ok,
longest_102,N: 1024,motion,3,2026-04-22T12:19:01Z,0.446396,ok,
longest_102,N: 1024,motion,4,2026-04-22T12:19:01Z,0.448507,ok,
longest_102,N: 1024,motion,5,2026-04-22T12:19:02Z,0.420585,ok,
longest_102,N: 1024,motion,6,2026-04-22T12:19:02Z,0.444616,ok,
longest_102,N: 1024,motion,7,2026-04-22T12:19:03Z,0.441572,ok,
longest_102,N: 1024,motion,8,2026-04-22T12:19:03Z,0.464926,ok,
longest_102,N: 1024,motion,9,2026-04-22T12:19:03Z,0.438983,ok,
longest_102,N: 1024,motion,10,2026-04-22T12:19:04Z,0.431195,ok,
longest_102,N: 1024,mp_spdz,1,2026-04-22T12:19:04Z,0.452597,ok,
longest_102,N: 1024,mp_spdz,2,2026-04-22T12:19:05Z,0.441991,ok,
longest_102,N: 1024,mp_spdz,3,2026-04-22T12:19:05Z,0.447094,ok,
longest_102,N: 1024,mp_spdz,4,2026-04-22T12:19:06Z,0.444465,ok,
longest_102,N: 1024,mp_spdz,5,2026-04-22T12:19:06Z,0.430654,ok,
longest_102,N: 1024,mp_spdz,6,2026-04-22T12:19:07Z,0.471310,ok,
longest_102,N: 1024,mp_spdz,7,2026-04-22T12:19:07Z,0.471465,ok,
longest_102,N: 1024,mp_spdz,8,2026-04-22T12:19:08Z,0.468143,ok,
longest_102,N: 1024,mp_spdz,9,2026-04-22T12:19:08Z,0.470561,ok,
longest_102,N: 1024,mp_spdz,10,2026-04-22T12:19:08Z,0.459777,ok,
longest_102,N: 4096,motion,1,2026-04-22T12:19:09Z,0.449212,ok,
longest_102,N: 4096,motion,2,2026-04-22T12:19:09Z,0.456861,ok,
longest_102,N: 4096,motion,3,2026-04-22T12:19:10Z,0.435820,ok,
longest_102,N: 4096,motion,4,2026-04-22T12:19:10Z,0.452960,ok,
longest_102,N: 4096,motion,5,2026-04-22T12:19:11Z,0.449400,ok,
longest_102,N: 4096,motion,6,2026-04-22T12:19:11Z,0.472119,ok,
longest_102,N: 4096,motion,7,2026-04-22T12:19:12Z,0.468710,ok,
longest_102,N: 4096,motion,8,2026-04-22T12:19:12Z,0.447686,ok,
longest_102,N: 4096,motion,9,2026-04-22T12:19:13Z,0.457265,ok,
longest_102,N: 4096,motion,10,2026-04-22T12:19:13Z,0.431667,ok,
longest_102,N: 4096,mp_spdz,1,2026-04-22T12:19:13Z,0.434438,ok,
longest_102,N: 4096,mp_spdz,2,2026-04-22T12:19:14Z,0.454206,ok,
longest_102,N: 4096,mp_spdz,3,2026-04-22T12:19:14Z,0.439237,ok,
longest_102,N: 4096,mp_spdz,4,2026-04-22T12:19:15Z,0.445539,ok,
longest_102,N: 4096,mp_spdz,5,2026-04-22T12:19:15Z,0.444365,ok,
longest_102,N: 4096,mp_spdz,6,2026-04-22T12:19:16Z,0.445629,ok,
longest_102,N: 4096,mp_spdz,7,2026-04-22T12:19:16Z,0.472907,ok,
longest_102,N: 4096,mp_spdz,8,2026-04-22T12:19:17Z,0.470358,ok,
longest_102,N: 4096,mp_spdz,9,2026-04-22T12:19:17Z,0.452739,ok,
longest_102,N: 4096,mp_spdz,10,2026-04-22T12:19:18Z,0.475809,ok,
longest_odd_10,N: 2048,motion,1,2026-04-22T12:19:18Z,0.238748,ok,
longest_odd_10,N: 2048,motion,2,2026-04-22T12:19:18Z,0.235012,ok,
longest_odd_10,N: 2048,motion,3,2026-04-22T12:19:18Z,0.255175,ok,
longest_odd_10,N: 2048,motion,4,2026-04-22T12:19:19Z,0.236175,ok,
longest_odd_10,N: 2048,motion,5,2026-04-22T12:19:19Z,0.227596,ok,
longest_odd_10,N: 2048,motion,6,2026-04-22T12:19:19Z,0.242573,ok,
longest_odd_10,N: 2048,motion,7,2026-04-22T12:19:19Z,0.265495,ok,
longest_odd_10,N: 2048,motion,8,2026-04-22T12:19:20Z,0.237173,ok,
longest_odd_10,N: 2048,motion,9,2026-04-22T12:19:20Z,0.236692,ok,
longest_odd_10,N: 2048,motion,10,2026-04-22T12:19:20Z,0.248258,ok,
longest_odd_10,N: 2048,mp_spdz,1,2026-04-22T12:19:20Z,0.295845,ok,
longest_odd_10,N: 2048,mp_spdz,2,2026-04-22T12:19:21Z,0.293043,ok,
longest_odd_10,N: 2048,mp_spdz,3,2026-04-22T12:19:21Z,0.295244,ok,
longest_odd_10,N: 2048,mp_spdz,4,2026-04-22T12:19:21Z,0.300956,ok,
longest_odd_10,N: 2048,mp_spdz,5,2026-04-22T12:19:22Z,0.298721,ok,
longest_odd_10,N: 2048,mp_spdz,6,2026-04-22T12:19:22Z,0.301672,ok,
longest_odd_10,N: 2048,mp_spdz,7,2026-04-22T12:19:22Z,0.317426,ok,
longest_odd_10,N: 2048,mp_spdz,8,2026-04-22T12:19:23Z,0.293943,ok,
longest_odd_10,N: 2048,mp_spdz,9,2026-04-22T12:19:23Z,0.296109,ok,
longest_odd_10,N: 2048,mp_spdz,10,2026-04-22T12:19:23Z,0.294313,ok,
max_dist_between_syms,N: 1024,motion,1,2026-04-22T12:19:23Z,0.118252,ok,
max_dist_between_syms,N: 1024,motion,2,2026-04-22T12:19:24Z,0.102965,ok,
max_dist_between_syms,N: 1024,motion,3,2026-04-22T12:19:24Z,0.102252,ok,
max_dist_between_syms,N: 1024,motion,4,2026-04-22T12:19:24Z,0.108764,ok,
max_dist_between_syms,N: 1024,motion,5,2026-04-22T12:19:24Z,0.099763,ok,
max_dist_between_syms,N: 1024,motion,6,2026-04-22T12:19:24Z,0.104342,ok,
max_dist_between_syms,N: 1024,motion,7,2026-04-22T12:19:24Z,0.103859,ok,
max_dist_between_syms,N: 1024,motion,8,2026-04-22T12:19:24Z,0.101311,ok,
max_dist_between_syms,N: 1024,motion,9,2026-04-22T12:19:24Z,0.101789,ok,
max_dist_between_syms,N: 1024,motion,10,2026-04-22T12:19:24Z,0.102344,ok,
max_dist_between_syms,N: 1024,mp_spdz,1,2026-04-22T12:19:24Z,0.111670,ok,
max_dist_between_syms,N: 1024,mp_spdz,2,2026-04-22T12:19:25Z,0.128916,ok,
max_dist_between_syms,N: 1024,mp_spdz,3,2026-04-22T12:19:25Z,0.115074,ok,
max_dist_between_syms,N: 1024,mp_spdz,4,2026-04-22T12:19:25Z,0.115396,ok,
max_dist_between_syms,N: 1024,mp_spdz,5,2026-04-22T12:19:25Z,0.111970,ok,
max_dist_between_syms,N: 1024,mp_spdz,6,2026-04-22T12:19:25Z,0.111386,ok,
max_dist_between_syms,N: 1024,mp_spdz,7,2026-04-22T12:19:25Z,0.112199,ok,
max_dist_between_syms,N: 1024,mp_spdz,8,2026-04-22T12:19:25Z,0.110993,ok,
max_dist_between_syms,N: 1024,mp_spdz,9,2026-04-22T12:19:25Z,0.110547,ok,
max_dist_between_syms,N: 1024,mp_spdz,10,2026-04-22T12:19:26Z,0.113106,ok,
max_dist_between_syms,N: 2048,motion,1,2026-04-22T12:19:26Z,0.108397,ok,
max_dist_between_syms,N: 2048,motion,2,2026-04-22T12:19:26Z,0.109722,ok,
max_dist_between_syms,N: 2048,motion,3,2026-04-22T12:19:26Z,0.106453,ok,
max_dist_between_syms,N: 2048,motion,4,2026-04-22T12:19:26Z,0.103008,ok,
max_dist_between_syms,N: 2048,motion,5,2026-04-22T12:19:26Z,0.104090,ok,
max_dist_between_syms,N: 2048,motion,6,2026-04-22T12:19:26Z,0.121710,ok,
max_dist_between_syms,N: 2048,motion,7,2026-04-22T12:19:26Z,0.109061,ok,
max_dist_between_syms,N: 2048,motion,8,2026-04-22T12:19:26Z,0.107511,ok,
max_dist_between_syms,N: 2048,motion,9,2026-04-22T12:19:27Z,0.104103,ok,
max_dist_between_syms,N: 2048,motion,10,2026-04-22T12:19:27Z,0.107375,ok,
max_dist_between_syms,N: 2048,mp_spdz,1,2026-04-22T12:19:27Z,0.117585,ok,
max_dist_between_syms,N: 2048,mp_spdz,2,2026-04-22T12:19:27Z,0.112867,ok,
max_dist_between_syms,N: 2048,mp_spdz,3,2026-04-22T12:19:27Z,0.117314,ok,
max_dist_between_syms,N: 2048,mp_spdz,4,2026-04-22T12:19:27Z,0.122422,ok,
max_dist_between_syms,N: 2048,mp_spdz,5,2026-04-22T12:19:27Z,0.120044,ok,
max_dist_between_syms,N: 2048,mp_spdz,6,2026-04-22T12:19:27Z,0.120361,ok,
max_dist_between_syms,N: 2048,mp_spdz,7,2026-04-22T12:19:27Z,0.116292,ok,
max_dist_between_syms,N: 2048,mp_spdz,8,2026-04-22T12:19:28Z,0.122619,ok,
max_dist_between_syms,N: 2048,mp_spdz,9,2026-04-22T12:19:28Z,0.115098,ok,
max_dist_between_syms,N: 2048,mp_spdz,10,2026-04-22T12:19:28Z,0.135849,ok,
max_sum_between_syms,N: 1024,motion,1,2026-04-22T12:19:28Z,0.134815,ok,
max_sum_between_syms,N: 1024,motion,2,2026-04-22T12:19:28Z,0.103691,ok,
max_sum_between_syms,N: 1024,motion,3,2026-04-22T12:19:28Z,0.103690,ok,
max_sum_between_syms,N: 1024,motion,4,2026-04-22T12:19:28Z,0.113492,ok,
max_sum_between_syms,N: 1024,motion,5,2026-04-22T12:19:28Z,0.105258,ok,
max_sum_between_syms,N: 1024,motion,6,2026-04-22T12:19:28Z,0.103577,ok,
max_sum_between_syms,N: 1024,motion,7,2026-04-22T12:19:29Z,0.103790,ok,
max_sum_between_syms,N: 1024,motion,8,2026-04-22T12:19:29Z,0.101644,ok,
max_sum_between_syms,N: 1024,motion,9,2026-04-22T12:19:29Z,0.104432,ok,
max_sum_between_syms,N: 1024,motion,10,2026-04-22T12:19:29Z,0.120774,ok,
max_sum_between_syms,N: 1024,mp_spdz,1,2026-04-22T12:19:29Z,0.116550,ok,
max_sum_between_syms,N: 1024,mp_spdz,2,2026-04-22T12:19:29Z,0.117370,ok,
max_sum_between_syms,N: 1024,mp_spdz,3,2026-04-22T12:19:29Z,0.114034,ok,
max_sum_between_syms,N: 1024,mp_spdz,4,2026-04-22T12:19:29Z,0.115308,ok,
max_sum_between_syms,N: 1024,mp_spdz,5,2026-04-22T12:19:29Z,0.114269,ok,
max_sum_between_syms,N: 1024,mp_spdz,6,2026-04-22T12:19:30Z,0.120741,ok,
max_sum_between_syms,N: 1024,mp_spdz,7,2026-04-22T12:19:30Z,0.112600,ok,
max_sum_between_syms,N: 1024,mp_spdz,8,2026-04-22T12:19:30Z,0.113081,ok,
max_sum_between_syms,N: 1024,mp_spdz,9,2026-04-22T12:19:30Z,0.115584,ok,
max_sum_between_syms,N: 1024,mp_spdz,10,2026-04-22T12:19:30Z,0.116902,ok,
max_sum_between_syms,N: 2048,motion,1,2026-04-22T12:19:30Z,0.110187,ok,
max_sum_between_syms,N: 2048,motion,2,2026-04-22T12:19:30Z,0.109050,ok,
max_sum_between_syms,N: 2048,motion,3,2026-04-22T12:19:30Z,0.108800,ok,
max_sum_between_syms,N: 2048,motion,4,2026-04-22T12:19:31Z,0.107757,ok,
max_sum_between_syms,N: 2048,motion,5,2026-04-22T12:19:31Z,0.126049,ok,
max_sum_between_syms,N: 2048,motion,6,2026-04-22T12:19:31Z,0.108360,ok,
max_sum_between_syms,N: 2048,motion,7,2026-04-22T12:19:31Z,0.107844,ok,
max_sum_between_syms,N: 2048,motion,8,2026-04-22T12:19:31Z,0.110985,ok,
max_sum_between_syms,N: 2048,motion,9,2026-04-22T12:19:31Z,0.111933,ok,
max_sum_between_syms,N: 2048,motion,10,2026-04-22T12:19:31Z,0.112771,ok,
max_sum_between_syms,N: 2048,mp_spdz,1,2026-04-22T12:19:31Z,0.123717,ok,
max_sum_between_syms,N: 2048,mp_spdz,2,2026-04-22T12:19:31Z,0.128709,ok,
max_sum_between_syms,N: 2048,mp_spdz,3,2026-04-22T12:19:32Z,0.123506,ok,
max_sum_between_syms,N: 2048,mp_spdz,4,2026-04-22T12:19:32Z,0.121173,ok,
max_sum_between_syms,N: 2048,mp_spdz,5,2026-04-22T12:19:32Z,0.123987,ok,
max_sum_between_syms,N: 2048,mp_spdz,6,2026-04-22T12:19:32Z,0.125002,ok,
max_sum_between_syms,N: 2048,mp_spdz,7,2026-04-22T12:19:32Z,0.123370,ok,
max_sum_between_syms,N: 2048,mp_spdz,8,2026-04-22T12:19:32Z,0.142278,ok,
max_sum_between_syms,N: 2048,mp_spdz,9,2026-04-22T12:19:32Z,0.121380,ok,
max_sum_between_syms,N: 2048,mp_spdz,10,2026-04-22T12:19:32Z,0.122596,ok,
minimal_points,N: 32,motion,1,2026-04-22T12:19:33Z,0.991335,ok,
minimal_points,N: 32,motion,2,2026-04-22T12:19:34Z,0.995058,ok,
minimal_points,N: 32,motion,3,2026-04-22T12:19:35Z,1.015334,ok,
minimal_points,N: 32,motion,4,2026-04-22T12:19:36Z,1.009442,ok,
minimal_points,N: 32,motion,5,2026-04-22T12:19:37Z,1.023359,ok,
minimal_points,N: 32,motion,6,2026-04-22T12:19:38Z,1.015874,ok,
minimal_points,N: 32,motion,7,2026-04-22T12:19:39Z,0.997348,ok,
minimal_points,N: 32,motion,8,2026-04-22T12:19:40Z,1.033416,ok,
minimal_points,N: 32,motion,9,2026-04-22T12:19:41Z,1.006158,ok,
minimal_points,N: 32,motion,10,2026-04-22T12:19:42Z,1.004924,ok,
minimal_points,N: 32,mp_spdz,1,2026-04-22T12:19:43Z,0.784590,ok,
minimal_points,N: 32,mp_spdz,2,2026-04-22T12:19:43Z,0.784078,ok,
minimal_points,N: 32,mp_spdz,3,2026-04-22T12:19:44Z,0.791412,ok,
minimal_points,N: 32,mp_spdz,4,2026-04-22T12:19:45Z,0.795279,ok,
minimal_points,N: 32,mp_spdz,5,2026-04-22T12:19:46Z,0.782082,ok,
minimal_points,N: 32,mp_spdz,6,2026-04-22T12:19:47Z,0.777015,ok,
minimal_points,N: 32,mp_spdz,7,2026-04-22T12:19:47Z,0.778288,ok,
minimal_points,N: 32,mp_spdz,8,2026-04-22T12:19:48Z,0.780224,ok,
minimal_points,N: 32,mp_spdz,9,2026-04-22T12:19:49Z,0.786059,ok,
minimal_points,N: 32,mp_spdz,10,2026-04-22T12:19:50Z,0.784763,ok,
minimal_points,N: 64,motion,1,2026-04-22T12:19:51Z,1.009145,ok,
minimal_points,N: 64,motion,2,2026-04-22T12:19:52Z,1.016390,ok,
minimal_points,N: 64,motion,3,2026-04-22T12:19:53Z,1.010989,ok,
minimal_points,N: 64,motion,4,2026-04-22T12:19:54Z,1.019926,ok,
minimal_points,N: 64,motion,5,2026-04-22T12:19:55Z,0.993786,ok,
minimal_points,N: 64,motion,6,2026-04-22T12:19:56Z,1.009599,ok,
minimal_points,N: 64,motion,7,2026-04-22T12:19:57Z,1.032355,ok,
minimal_points,N: 64,motion,8,2026-04-22T12:19:58Z,1.005896,ok,
minimal_points,N: 64,motion,9,2026-04-22T12:19:59Z,1.007309,ok,
minimal_points,N: 64,motion,10,2026-04-22T12:20:00Z,1.016530,ok,
